pool_size,take_up,years,initial_capital_mult,subsidy_fraction_of_premium,subsidy_per_enrollee,member_contribution,initial_capital,psi,mc_se,mean_terminal_surplus,p05_terminal_surplus,income_per_enrollee
20000,Random,3,0.0,1.8,48442.02383481445,8571.47462433637,0.0,0.0,0.0,1813606654.2164743,1764651191.0044715,57013.49845915082
20000,Random,3,0.0,1.85,49787.635608003744,8571.47462433637,0.0,0.0,0.0,1886269689.968696,1837314226.7566931,58359.110232340114
20000,Random,3,0.0,1.9,51133.247381193025,8571.47462433637,0.0,0.0,0.0,1958932725.7209172,1909977262.5089142,59704.722005529395
20000,Random,3,0.0,1.95,52478.85915438232,8571.47462433637,0.0,0.0,0.0,2031595761.473139,1982640298.2611363,61050.33377871869
20000,Random,3,0.0,2.0,53824.47092757161,8571.47462433637,0.0,0.0,0.0,2104258797.2253613,2055303334.0133584,62395.94555190798
20000,Random,3,0.0,2.05,55170.0827007609,8571.47462433637,0.0,0.0,0.0,2176921832.977583,2127966369.76558,63741.55732509727
20000,Random,3,0.0,2.1,56515.69447395019,8571.47462433637,0.0,0.0,0.0,2249584868.7298045,2200629405.517802,65087.16909828656
20000,Random,3,0.0,2.15,57861.30624713947,8571.47462433637,0.0,0.0,0.0,2322247904.4820256,2273292441.270023,66432.78087147584
20000,Random,3,0.0,2.2,59206.918020328776,8571.47462433637,0.0,0.0,0.0,2394910940.2342486,2345955477.022246,67778.39264466515
20000,Random,3,0.0,2.25,60552.52979351806,8571.47462433637,0.0,0.0,0.0,2467573975.986469,2418618512.774466,69124.00441785442
20000,Random,3,0.0,2.3,61898.141566707345,8571.47462433637,0.0,0.0,0.0,2540237011.738691,2491281548.5266886,70469.61619104372
20000,Random,3,0.0,2.35,63243.75333989664,8571.47462433637,0.0,0.0,0.0,2612900047.4909124,2563944584.2789097,71815.22796423301
20000,Random,3,0.0,2.4,64589.36511308593,8571.47462433637,0.0,0.0,0.0,2685563083.243135,2636607620.031132,73160.8397374223
20000,Random,3,0.0,2.45,65934.97688627522,8571.47462433637,0.0,0.0,0.0,2758226118.995357,2709270655.7833548,74506.4515106116
20000,Random,3,0.0,2.5,67280.58865946451,8571.47462433637,0.0,0.0,0.0,2830889154.747578,2781933691.5355754,75852.06328380088
20000,Random,3,0.1,0.0,0.0,8571.47462433637,17142949.24867274,1.0,0.0,-785119683.614833,-834075146.8268358,8571.47462433637
20000,Random,3,0.1,0.05,1345.6117731892903,8571.47462433637,19834172.79505132,1.0,0.0,-709765424.3162328,-758720887.5282356,9917.08639752566
20000,Random,3,0.1,0.1,2691.2235463785805,8571.47462433637,22525396.3414299,1.0,0.0,-634411165.0176324,-683366628.2296352,11262.69817071495
20000,Random,3,0.1,0.15,4036.8353195678706,8571.47462433637,25216619.88780848,1.0,0.0,-559056905.7190324,-608012368.931035,12608.30994390424
20000,Random,3,0.1,0.2,5382.447092757161,8571.47462433637,27907843.43418706,1.0,0.0,-483702646.4204322,-532658109.6324349,13953.92171709353
20000,Random,3,0.1,0.25,6728.058865946451,8571.47462433637,30599066.980565645,1.0,0.0,-408348387.12183166,-457303850.33383447,15299.533490282822
20000,Random,3,0.1,0.3,8073.670639135741,8571.47462433637,33290290.52694422,1.0,0.0,-332994127.8232316,-381949591.0352344,16645.14526347211
20000,Random,3,0.1,0.35,9419.28241232503,8571.47462433637,35981514.0733228,1.0,0.0,-257639868.52463114,-306595331.73663396,17990.7570366614
20000,Random,3,0.1,0.4,10764.894185514322,8571.47462433637,38672737.61970138,1.0,0.0,-182285609.2260312,-231241072.438034,19336.36880985069
20000,Random,3,0.1,0.45,12110.505958703612,8571.47462433637,41363961.16607996,1.0,0.0,-106933398.14730303,-155886813.13943356,20681.980583039982
20000,Random,3,0.1,0.5,13456.117731892902,8571.47462433637,44055184.71245855,0.8697,0.0033663319800637604,-31843463.578180958,-80546413.70486607,22027.592356229274
20000,Random,3,0.1,0.55,14801.729505082194,8571.47462433637,46746408.258837126,0.0827,0.0027542823021614905,43527368.31425126,-7090656.0374098765,23373.204129418562
20000,Random,3,0.1,0.6,16147.341278271482,8571.47462433637,49437631.8052157,0.0001,9.999499987499375e-05,119131427.96836957,70175964.7563668,24718.81590260785
20000,Random,3,0.1,0.65,17492.953051460772,8571.47462433637,52128855.351594284,0.0,0.0,194485687.26697,145530224.05496722,26064.427675797142
20000,Random,3,0.1,0.7,18838.56482465006,8571.47462433637,54820078.89797286,0.0,0.0,269839946.5655705,220884483.35356766,27410.03944898643
20000,Random,3,0.1,0.75,20184.176597839352,8571.47462433637,57511302.44435144,0.0,0.0,345194205.8641707,296238742.65216786,28755.651222175722
20000,Random,3,0.1,0.8,21529.788371028644,8571.47462433637,60202525.990730025,0.0,0.0,420548465.16277087,371593001.95076805,30101.262995365014
20000,Random,3,0.1,0.85,22875.400144217932,8571.47462433637,62893749.53710861,0.0,0.0,495902724.4613713,446947261.2493685,31446.874768554302
20000,Random,3,0.1,0.9,24221.011917407224,8571.47462433637,65584973.08348719,0.0,0.0,571256983.7599717,522301520.5479689,32792.486541743594
20000,Random,3,0.1,0.95,25566.623690596512,8571.47462433637,68276196.62986577,0.0,0.0,646611243.0585717,597655779.846569,34138.09831493288
20000,Random,3,0.1,1.0,26912.235463785804,8571.47462433637,70967420.17624435,0.0,0.0,721965502.3571717,673010039.1451689,35483.71008812217
20000,Random,3,0.1,1.05,28257.847236975096,8571.47462433637,73658643.72262293,0.0,0.0,797319761.6557727,748364298.4437698,36829.321861311466
20000,Random,3,0.1,1.1,29603.459010164388,8571.47462433637,76349867.26900153,0.0,0.0,872674020.9543726,823718557.74237,38174.93363450076
20000,Random,3,0.1,1.15,30949.070783353673,8571.47462433637,79041090.81538008,0.0,0.0,948028280.2529725,899072817.0409697,39520.54540769004
20000,Random,3,0.1,1.2,32294.682556542964,8571.47462433637,81732314.36175868,0.0,0.0,1023382539.551573,974427076.3395704,40866.15718087934
20000,Random,3,0.1,1.25,33640.294329732256,8571.47462433637,84423537.90813725,0.0,0.0,1098736798.8501735,1049781335.6381706,42211.768954068626
20000,Random,3,0.1,1.3,34985.906102921545,8571.47462433637,87114761.45451583,0.0,0.0,1174091058.1487734,1125135594.9367707,43557.380727257914
20000,Random,3,0.1,1.35,36331.51787611084,8571.47462433637,89805985.00089441,0.0,0.0,1249445317.4473739,1200489854.2353709,44902.99250044721
20000,Random,3,0.1,1.4,37677.12964930012,8571.47462433637,92497208.54727298,0.0,0.0,1324799576.7459738,1275844113.533971,46248.60427363649
20000,Random,3,0.1,1.45,39022.74142248942,8571.47462433637,95188432.09365158,0.0,0.0,1400153836.0445745,1351198372.8325717,47594.216046825786
20000,Random,3,0.1,1.5,40368.353195678705,8571.47462433637,97879655.64003015,0.0,0.0,1475508095.3431742,1426552632.1311715,48939.827820015074
20000,Random,3,0.1,1.55,41713.964968868,8571.47462433637,100570879.18640874,0.0,0.0,1550862354.6417744,1501906891.4297717,50285.43959320437
20000,Random,3,0.1,1.6,43059.57674205729,8571.47462433637,103262102.73278731,0.0,0.0,1626216613.9403746,1577261150.7283719,51631.05136639366
20000,Random,3,0.1,1.65,44405.18851524658,8571.47462433637,105953326.2791659,0.0,0.0,1701570873.238975,1652615410.026972,52976.663139582946
20000,Random,3,0.1,1.7,45750.800288435865,8571.47462433637,108644549.82554448,0.0,0.0,1776925132.5375757,1727969669.3255727,54322.274912772235
20000,Random,3,0.1,1.75,47096.41206162516,8571.47462433637,111335773.37192306,0.0,0.0,1852279391.8361757,1803323928.624173,55667.88668596153
20000,Random,3,0.1,1.8,48442.02383481445,8571.47462433637,114026996.91830164,0.0,0.0,1927633651.134776,1878678187.9227731,57013.49845915082
20000,Random,3,0.1,1.85,49787.635608003744,8571.47462433637,116718220.46468022,0.0,0.0,2002987910.433376,1954032447.2213733,58359.110232340114
20000,Random,3,0.1,1.9,51133.247381193025,8571.47462433637,119409444.01105879,0.0,0.0,2078342169.7319758,2029386706.519973,59704.722005529395
20000,Random,3,0.1,1.95,52478.85915438232,8571.47462433637,122100667.55743738,0.0,0.0,2153696429.0305767,2104740965.8185737,61050.33377871869
20000,Random,3,0.1,2.0,53824.47092757161,8571.47462433637,124791891.10381596,0.0,0.0,2229050688.3291774,2180095225.1171746,62395.94555190798
20000,Random,3,0.1,2.05,55170.0827007609,8571.47462433637,127483114.65019453,0.0,0.0,2304404947.6277776,2255449484.415775,63741.55732509727
20000,Random,3,0.1,2.1,56515.69447395019,8571.47462433637,130174338.19657312,0.0,0.0,2379759206.9263773,2330803743.714375,65087.16909828656
20000,Random,3,0.1,2.15,57861.30624713947,8571.47462433637,132865561.74295169,0.0,0.0,2455113466.2249775,2406158003.0129747,66432.78087147584
20000,Random,3,0.1,2.2,59206.918020328776,8571.47462433637,135556785.2893303,0.0,0.0,2530467725.523579,2481512262.3115764,67778.39264466515
20000,Random,3,0.1,2.25,60552.52979351806,8571.47462433637,138248008.83570883,0.0,0.0,2605821984.8221774,2556866521.6101747,69124.00441785442
20000,Random,3,0.1,2.3,61898.141566707345,8571.47462433637,140939232.38208744,0.0,0.0,2681176244.120778,2632220780.908776,70469.61619104372
20000,Random,3,0.1,2.35,63243.75333989664,8571.47462433637,143630455.92846602,0.0,0.0,2756530503.4193783,2707575040.2073755,71815.22796423301
20000,Random,3,0.1,2.4,64589.36511308593,8571.47462433637,146321679.4748446,0.0,0.0,2831884762.717979,2782929299.5059767,73160.8397374223
20000,Random,3,0.1,2.45,65934.97688627522,8571.47462433637,149012903.02122322,0.0,0.0,2907239022.0165806,2858283558.804578,74506.4515106116
20000,Random,3,0.1,2.5,67280.58865946451,8571.47462433637,151704126.56760174,0.0,0.0,2982593281.31518,2933637818.103177,75852.06328380088
20000,Random,3,0.25,0.0,0.0,8571.47462433637,42857373.12168185,1.0,0.0,-759405259.7418238,-808360722.9538265,8571.47462433637
20000,Random,3,0.25,0.05,1345.6117731892903,8571.47462433637,49585431.987628296,1.0,0.0,-680014165.1236558,-728969628.3356586,9917.08639752566
20000,Random,3,0.25,0.1,2691.2235463785805,8571.47462433637,56313490.853574745,1.0,0.0,-600623070.5054877,-649578533.7174904,11262.69817071495
20000,Random,3,0.25,0.15,4036.8353195678706,8571.47462433637,63041549.7195212,1.0,0.0,-521231975.8873195,-570187439.0993223,12608.30994390424
20000,Random,3,0.25,0.2,5382.447092757161,8571.47462433637,69769608.58546765,1.0,0.0,-441840881.2691514,-490796344.48115426,13953.92171709353
20000,Random,3,0.25,0.25,6728.058865946451,8571.47462433637,76497667.45141411,1.0,0.0,-362449786.6509832,-411405249.862986,15299.533490282822
20000,Random,3,0.25,0.3,8073.670639135741,8571.47462433637,83225726.31736055,1.0,0.0,-283058692.0328152,-332014155.24481803,16645.14526347211
20000,Random,3,0.25,0.35,9419.28241232503,8571.47462433637,89953785.183307,1.0,0.0,-203667597.41464686,-252623060.62664968,17990.7570366614
20000,Random,3,0.25,0.4,10764.894185514322,8571.47462433637,96681844.04925345,1.0,0.0,-124276502.79647912,-173231966.00848192,19336.36880985069
20000,Random,3,0.25,0.45,12110.505958703612,8571.47462433637,103409902.9151999,0.9398,0.0023785701587298205,-44885974.816626735,-93840871.39031355,20681.980583039982
20000,Random,3,0.25,0.5,13456.117731892902,8571.47462433637,110137961.78114636,0.1213,0.0032647558867394664,34503340.13524649,-14463636.636178385,22027.592356229274
20000,Random,3,0.25,0.55,14801.729505082194,8571.47462433637,116866020.6470928,0.0001,9.999499987499375e-05,113896781.05802546,64941317.84602268,23373.204129418562
20000,Random,3,0.25,0.6,16147.341278271482,8571.47462433637,123594079.51303925,0.0,0.0,193287875.67619333,144332412.46419054,24718.81590260785
20000,Random,3,0.25,0.65,17492.953051460772,8571.47462433637,130322138.3789857,0.0,0.0,272678970.2943614,223723507.08235866,26064.427675797142
20000,Random,3,0.25,0.7,18838.56482465006,8571.47462433637,137050197.24493214,0.0,0.0,352070064.91252977,303114601.700527,27410.03944898643
20000,Random,3,0.25,0.75,20184.176597839352,8571.47462433637,143778256.11087862,0.0,0.0,431461159.5306979,382505696.3186951,28755.651222175722
20000,Random,3,0.25,0.8,21529.788371028644,8571.47462433637,150506314.97682506,0.0,0.0,510852254.1488658,461896790.936863,30101.262995365014
20000,Random,3,0.25,0.85,22875.400144217932,8571.47462433637,157234373.8427715,0.0,0.0,590243348.7670342,541287885.5550314,31446.874768554302
20000,Random,3,0.25,0.9,24221.011917407224,8571.47462433637,163962432.70871797,0.0,0.0,669634443.3852025,620678980.1731998,32792.486541743594
20000,Random,3,0.25,0.95,25566.623690596512,8571.47462433637,170690491.5746644,0.0,0.0,749025538.0033703,700070074.7913677,34138.09831493288
20000,Random,3,0.25,1.0,26912.235463785804,8571.47462433637,177418550.44061086,0.0,0.0,828416632.6215383,779461169.4095355,35483.71008812217
20000,Random,3,0.25,1.05,28257.847236975096,8571.47462433637,184146609.30655733,0.0,0.0,907807727.2397069,858852264.0277041,36829.321861311466
20000,Random,3,0.25,1.1,29603.459010164388,8571.47462433637,190874668.1725038,0.0,0.0,987198821.8578752,938243358.6458725,38174.93363450076
20000,Random,3,0.25,1.15,30949.070783353673,8571.47462433637,197602727.0384502,0.0,0.0,1066589916.4760426,1017634453.2640399,39520.54540769004
20000,Random,3,0.25,1.2,32294.682556542964,8571.47462433637,204330785.90439668,0.0,0.0,1145981011.0942109,1097025547.882208,40866.15718087934
20000,Random,3,0.25,1.25,33640.294329732256,8571.47462433637,211058844.77034312,0.0,0.0,1225372105.7123792,1176416642.5003765,42211.768954068626
20000,Random,3,0.25,1.3,34985.906102921545,8571.47462433637,217786903.63628957,0.0,0.0,1304763200.3305473,1255807737.1185443,43557.380727257914
20000,Random,3,0.25,1.35,36331.51787611084,8571.47462433637,224514962.50223604,0.0,0.0,1384154294.9487152,1335198831.7367122,44902.99250044721
20000,Random,3,0.25,1.4,37677.12964930012,8571.47462433637,231243021.36818245,0.0,0.0,1463545389.5668833,1414589926.3548806,46248.60427363649
20000,Random,3,0.25,1.45,39022.74142248942,8571.47462433637,237971080.23412892,0.0,0.0,1542936484.1850517,1493981020.973049,47594.216046825786
20000,Random,3,0.25,1.5,40368.353195678705,8571.47462433637,244699139.10007536,0.0,0.0,1622327578.8032196,1573372115.5912168,48939.827820015074
20000,Random,3,0.25,1.55,41713.964968868,8571.47462433637,251427197.96602184,0.0,0.0,1701718673.4213881,1652763210.2093852,50285.43959320437
20000,Random,3,0.25,1.6,43059.57674205729,8571.47462433637,258155256.83196828,0.0,0.0,1781109768.0395558,1732154304.827553,51631.05136639366
20000,Random,3,0.25,1.65,44405.18851524658,8571.47462433637,264883315.69791472,0.0,0.0,1860500862.657724,1811545399.445721,52976.663139582946
20000,Random,3,0.25,1.7,45750.800288435865,8571.47462433637,271611374.5638612,0.0,0.0,1939891957.2758925,1890936494.0638897,54322.274912772235
20000,Random,3,0.25,1.75,47096.41206162516,8571.47462433637,278339433.42980766,0.0,0.0,2019283051.8940601,1970327588.6820576,55667.88668596153
20000,Random,3,0.25,1.8,48442.02383481445,8571.47462433637,285067492.2957541,0.0,0.0,2098674146.512228,2049718683.3002255,57013.49845915082
20000,Random,3,0.25,1.85,49787.635608003744,8571.47462433637,291795551.16170055,0.0,0.0,2178065241.130397,2129109777.9183939,58359.110232340114
20000,Random,3,0.25,1.9,51133.247381193025,8571.47462433637,298523610.02764696,0.0,0.0,2257456335.7485642,2208500872.5365615,59704.722005529395
20000,Random,3,0.25,1.95,52478.85915438232,8571.47462433637,305251668.89359343,0.0,0.0,2336847430.3667326,2287891967.15473,61050.33377871869
20000,Random,3,0.25,2.0,53824.47092757161,8571.47462433637,311979727.7595399,0.0,0.0,2416238524.9849014,2367283061.7728987,62395.94555190798
20000,Random,3,0.25,2.05,55170.0827007609,8571.47462433637,318707786.6254863,0.0,0.0,2495629619.6030693,2446674156.3910666,63741.55732509727
20000,Random,3,0.25,2.1,56515.69447395019,8571.47462433637,325435845.4914328,0.0,0.0,2575020714.2212367,2526065251.0092344,65087.16909828656
20000,Random,3,0.25,2.15,57861.30624713947,8571.47462433637,332163904.3573792,0.0,0.0,2654411808.8394046,2605456345.627402,66432.78087147584
20000,Random,3,0.25,2.2,59206.918020328776,8571.47462433637,338891963.2233257,0.0,0.0,2733802903.4575744,2684847440.2455716,67778.39264466515
20000,Random,3,0.25,2.25,60552.52979351806,8571.47462433637,345620022.0892721,0.0,0.0,2813193998.075741,2764238534.863738,69124.00441785442
20000,Random,3,0.25,2.3,61898.141566707345,8571.47462433637,352348080.9552186,0.0,0.0,2892585092.69391,2843629629.4819074,70469.61619104372
20000,Random,3,0.25,2.35,63243.75333989664,8571.47462433637,359076139.821165,0.0,0.0,2971976187.3120775,2923020724.100075,71815.22796423301
20000,Random,3,0.25,2.4,64589.36511308593,8571.47462433637,365804198.6871115,0.0,0.0,3051367281.930247,3002411818.718244,73160.8397374223
20000,Random,3,0.25,2.45,65934.97688627522,8571.47462433637,372532257.553058,0.0,0.0,3130758376.5484157,3081802913.336413,74506.4515106116
20000,Random,3,0.25,2.5,67280.58865946451,8571.47462433637,379260316.4190044,0.0,0.0,3210149471.166582,3161194007.95458,75852.06328380088
20000,Random,3,0.5,0.0,0.0,8571.47462433637,85714746.2433637,1.0,0.0,-716547886.620142,-765503349.8321447,8571.47462433637
20000,Random,3,0.5,0.05,1345.6117731892903,8571.47462433637,99170863.97525659,1.0,0.0,-630428733.1360276,-679384196.3480303,9917.08639752566
20000,Random,3,0.5,0.1,2691.2235463785805,8571.47462433637,112626981.70714949,1.0,0.0,-544309579.6519129,-593265042.8639157,11262.69817071495
20000,Random,3,0.5,0.15,4036.8353195678706,8571.47462433637,126083099.4390424,1.0,0.0,-458190426.1677982,-507145889.3798011,12608.30994390424
20000,Random,3,0.5,0.2,5382.447092757161,8571.47462433637,139539217.1709353,1.0,0.0,-372071272.68368393,-421026735.8956867,13953.92171709353
20000,Random,3,0.5,0.25,6728.058865946451,8571.47462433637,152995334.90282822,1.0,0.0,-285952119.19956917,-334907582.4115719,15299.533490282822
20000,Random,3,0.5,0.3,8073.670639135741,8571.47462433637,166451452.6347211,1.0,0.0,-199832965.71545473,-248788428.9274575,16645.14526347211
20000,Random,3,0.5,0.35,9419.28241232503,8571.47462433637,179907570.366614,1.0,0.0,-113713812.23133981,-162669275.44334263,17990.7570366614
20000,Random,3,0.5,0.4,10764.894185514322,8571.47462433637,193363688.0985069,0.8311,0.003746635690856532,-27594658.74722566,-76550121.95922844,19336.36880985069
20000,Random,3,0.5,0.45,12110.505958703612,8571.47462433637,206819805.8303998,0.0257,0.0015823877527331915,58524494.73688899,9569031.524886204,20681.980583039982
20000,Random,3,0.5,0.5,13456.117731892902,8571.47462433637,220275923.56229272,0.0,0.0,144643648.22100365,95688185.00900085,22027.592356229274
20000,Random,3,0.5,0.55,14801.729505082194,8571.47462433637,233732041.2941856,0.0,0.0,230762801.70511827,181807338.49311548,23373.204129418562
20000,Random,3,0.5,0.6,16147.341278271482,8571.47462433637,247188159.0260785,0.0,0.0,316881955.1892324,267926491.97722965,24718.81590260785
20000,Random,3,0.5,0.65,17492.953051460772,8571.47462433637,260644276.7579714,0.0,0.0,403001108.6733473,354045645.46134454,26064.427675797142
20000,Random,3,0.5,0.7,18838.56482465006,8571.47462433637,274100394.4898643,0.0,0.0,489120262.15746194,440164798.9454592,27410.03944898643
20000,Random,3,0.5,0.75,20184.176597839352,8571.47462433637,287556512.22175723,0.0,0.0,575239415.6415764,526283952.4295736,28755.651222175722
20000,Random,3,0.5,0.8,21529.788371028644,8571.47462433637,301012629.9536501,0.0,0.0,661358569.1256908,612403105.9136881,30101.262995365014
20000,Random,3,0.5,0.85,22875.400144217932,8571.47462433637,314468747.685543,0.0,0.0,747477722.6098057,698522259.397803,31446.874768554302
20000,Random,3,0.5,0.9,24221.011917407224,8571.47462433637,327924865.41743594,0.0,0.0,833596876.0939204,784641412.8819176,32792.486541743594
20000,Random,3,0.5,0.95,25566.623690596512,8571.47462433637,341380983.1493288,0.0,0.0,919716029.5780348,870760566.366032,34138.09831493288
20000,Random,3,0.5,1.0,26912.235463785804,8571.47462433637,354837100.8812217,0.0,0.0,1005835183.0621488,956879719.8501462,35483.71008812217
20000,Random,3,0.5,1.05,28257.847236975096,8571.47462433637,368293218.61311466,0.0,0.0,1091954336.5462644,1042998873.3342618,36829.321861311466
20000,Random,3,0.5,1.1,29603.459010164388,8571.47462433637,381749336.3450076,0.0,0.0,1178073490.0303786,1129118026.8183758,38174.93363450076
20000,Random,3,0.5,1.15,30949.070783353673,8571.47462433637,395205454.0769004,0.0,0.0,1264192643.514493,1215237180.30249,39520.54540769004
20000,Random,3,0.5,1.2,32294.682556542964,8571.47462433637,408661571.80879337,0.0,0.0,1350311796.998608,1301356333.7866051,40866.15718087934
20000,Random,3,0.5,1.25,33640.294329732256,8571.47462433637,422117689.54068625,0.0,0.0,1436430950.4827223,1387475487.2707193,42211.768954068626
20000,Random,3,0.5,1.3,34985.906102921545,8571.47462433637,435573807.27257913,0.0,0.0,1522550103.9668367,1473594640.754834,43557.380727257914
20000,Random,3,0.5,1.35,36331.51787611084,8571.47462433637,449029925.0044721,0.0,0.0,1608669257.4509516,1559713794.2389486,44902.99250044721
20000,Random,3,0.5,1.4,37677.12964930012,8571.47462433637,462486042.7363649,0.0,0.0,1694788410.9350655,1645832947.7230628,46248.60427363649
20000,Random,3,0.5,1.45,39022.74142248942,8571.47462433637,475942160.46825784,0.0,0.0,1780907564.4191804,1731952101.2071779,47594.216046825786
20000,Random,3,0.5,1.5,40368.353195678705,8571.47462433637,489398278.2001507,0.0,0.0,1867026717.9032946,1818071254.691292,48939.827820015074
20000,Random,3,0.5,1.55,41713.964968868,8571.47462433637,502854395.9320437,0.0,0.0,1953145871.3874094,1904190408.1754067,50285.43959320437
20000,Random,3,0.5,1.6,43059.57674205729,8571.47462433637,516310513.66393656,0.0,0.0,2039265024.8715243,1990309561.6595213,51631.05136639366
20000,Random,3,0.5,1.65,44405.18851524658,8571.47462433637,529766631.39582944,0.0,0.0,2125384178.355639,2076428715.143636,52976.663139582946
20000,Random,3,0.5,1.7,45750.800288435865,8571.47462433637,543222749.1277224,0.0,0.0,2211503331.8397536,2162547868.627751,54322.274912772235
20000,Random,3,0.5,1.75,47096.41206162516,8571.47462433637,556678866.8596153,0.0,0.0,2297622485.323868,2248667022.1118655,55667.88668596153
20000,Random,3,0.5,1.8,48442.02383481445,8571.47462433637,570134984.5915082,0.0,0.0,2383741638.807983,2334786175.59598,57013.49845915082
20000,Random,3,0.5,1.85,49787.635608003744,8571.47462433637,583591102.3234011,0.0,0.0,2469860792.292097,2420905329.0800943,58359.110232340114
20000,Random,3,0.5,1.9,51133.247381193025,8571.47462433637,597047220.0552939,0.0,0.0,2555979945.776211,2507024482.5642085,59704.722005529395
20000,Random,3,0.5,1.95,52478.85915438232,8571.47462433637,610503337.7871869,0.0,0.0,2642099099.260326,2593143636.048323,61050.33377871869
20000,Random,3,0.5,2.0,53824.47092757161,8571.47462433637,623959455.5190798,0.0,0.0,2728218252.744441,2679262789.5324383,62395.94555190798
20000,Random,3,0.5,2.05,55170.0827007609,8571.47462433637,637415573.2509726,0.0,0.0,2814337406.2285557,2765381943.016553,63741.55732509727
20000,Random,3,0.5,2.1,56515.69447395019,8571.47462433637,650871690.9828656,0.0,0.0,2900456559.7126694,2851501096.500667,65087.16909828656
20000,Random,3,0.5,2.15,57861.30624713947,8571.47462433637,664327808.7147584,0.0,0.0,2986575713.1967835,2937620249.9847813,66432.78087147584
20000,Random,3,0.5,2.2,59206.918020328776,8571.47462433637,677783926.4466515,0.0,0.0,3072694866.6809,3023739403.4688973,67778.39264466515
20000,Random,3,0.5,2.25,60552.52979351806,8571.47462433637,691240044.1785442,0.0,0.0,3158814020.1650124,3109858556.95301,69124.00441785442
20000,Random,3,0.5,2.3,61898.141566707345,8571.47462433637,704696161.9104372,0.0,0.0,3244933173.649128,3195977710.4371257,70469.61619104372
20000,Random,3,0.5,2.35,63243.75333989664,8571.47462433637,718152279.64233,0.0,0.0,3331052327.1332417,3282096863.9212394,71815.22796423301
20000,Random,3,0.5,2.4,64589.36511308593,8571.47462433637,731608397.374223,0.0,0.0,3417171480.6173577,3368216017.405355,73160.8397374223
20000,Random,3,0.5,2.45,65934.97688627522,8571.47462433637,745064515.106116,0.0,0.0,3503290634.1014733,3454335170.8894706,74506.4515106116
20000,Random,3,0.5,2.5,67280.58865946451,8571.47462433637,758520632.8380088,0.0,0.0,3589409787.5855865,3540454324.3735843,75852.06328380088
100000,Random,1,0.0,0.0,0.0,8571.47462433637,0.0,1.0,0.0,-1336411422.2002008,-1399210343.647438,8571.47462433637
100000,Random,1,0.0,0.05,1345.6117731892903,8571.47462433637,0.0,1.0,0.0,-1215306362.6131644,-1278105284.060402,9917.08639752566
100000,Random,1,0.0,0.1,2691.2235463785805,8571.47462433637,0.0,1.0,0.0,-1094201303.0261285,-1157000224.4733658,11262.69817071495
100000,Random,1,0.0,0.15,4036.8353195678706,8571.47462433637,0.0,1.0,0.0,-973096243.4390922,-1035895164.8863298,12608.30994390424
100000,Random,1,0.0,0.2,5382.447092757161,8571.47462433637,0.0,1.0,0.0,-851991183.8520563,-914790105.2992936,13953.92171709353
100000,Random,1,0.0,0.25,6728.058865946451,8571.47462433637,0.0,1.0,0.0,-730886124.2650201,-793685045.7122575,15299.533490282822
100000,Random,1,0.0,0.3,8073.670639135741,8571.47462433637,0.0,1.0,0.0,-609781064.6779842,-672579986.1252216,16645.14526347211
100000,Random,1,0.0,0.35,9419.28241232503,8571.47462433637,0.0,1.0,0.0,-488676005.09094787,-551474926.5381852,17990.7570366614
100000,Random,1,0.0,0.4,10764.894185514322,8571.47462433637,0.0,1.0,0.0,-367570945.5039119,-430369866.95114934,19336.36880985069
100000,Random,1,0.0,0.45,12110.505958703612,8571.47462433637,0.0,1.0,0.0,-246465885.91687554,-309264807.364113,20681.980583039982
100000,Random,1,0.0,0.5,13456.117731892902,8571.47462433637,0.0,0.9999,9.999499987498824e-05,-125360826.32983941,-188159747.7770768,22027.592356229274
100000,Random,1,0.0,0.55,14801.729505082194,8571.47462433637,0.0,0.5414,0.004982830922277014,-4255766.742803259,-67054688.19004068,23373.204129418562
100000,Random,1,0.0,0.6,16147.341278271482,8571.47462433637,0.0,0.0008,0.0002827295527531567,116849292.84423286,54050371.396995455,24718.81590260785
100000,Random,1,0.0,0.65,17492.953051460772,8571.47462433637,0.0,0.0,0.0,237954352.431269,175155430.9840316,26064.427675797142
100000,Random,1,0.0,0.7,18838.56482465006,8571.47462433637,0.0,0.0,0.0,359059412.0183047,296260490.5710672,27410.03944898643
100000,Random,1,0.0,0.75,20184.176597839352,8571.47462433637,0.0,0.0,0.0,480164471.6053412,417365550.1581038,28755.651222175722
100000,Random,1,0.0,0.8,21529.788371028644,8571.47462433637,0.0,0.0,0.0,601269531.1923773,538470609.74514,30101.262995365014
100000,Random,1,0.0,0.85,22875.400144217932,8571.47462433637,0.0,0.0,0.0,722374590.7794131,659575669.3321756,31446.874768554302
100000,Random,1,0.0,0.9,24221.011917407224,8571.47462433637,0.0,0.0,0.0,843479650.3664496,780680728.9192122,32792.486541743594
100000,Random,1,0.0,0.95,25566.623690596512,8571.47462433637,0.0,0.0,0.0,964584709.9534854,901785788.5062479,34138.09831493288
100000,Random,1,0.0,1.0,26912.235463785804,8571.47462433637,0.0,0.0,0.0,1085689769.5405214,1022890848.093284,35483.71008812217
100000,Random,1,0.0,1.05,28257.847236975096,8571.47462433637,0.0,0.0,0.0,1206794829.1275582,1143995907.6803207,36829.321861311466
100000,Random,1,0.0,1.1,29603.459010164388,8571.47462433637,0.0,0.0,0.0,1327899888.7145948,1265100967.2673573,38174.93363450076
