aggregate,measure,incidence_pct,se,ci_low,ci_high
Calibrated (main),Budget share > 10%,14.016945694792799,0.9797799478080599,12.096612284314467,15.937279105271129
Calibrated (main),Budget share > 25%,2.581810135962635,0.36086000350013503,1.8745375256413725,3.2890827462838974
Calibrated (main),Capacity to pay >= 40%,6.641681695154318,0.681469901279033,5.306025232099347,7.977338158209289
Calibrated (main),Mean consumption per capita (N),373633.68911257305,,,
Uncalibrated,Budget share > 10%,15.10152846380296,0.9822665955476937,13.176321313312709,17.026735614293212
Uncalibrated,Budget share > 25%,2.846672655707147,0.3759581624850372,2.1098081975426166,3.583537113871678
Uncalibrated,Capacity to pay >= 40%,9.147740854584956,0.8413238265908785,7.498776455131412,10.7967052540385
Uncalibrated,Mean consumption per capita (N),350856.8224840436,,,
